Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen;TOTAL;ERNEUERBARE;RESIDUAL;TOTAL_data.py;ERNEUERBAR_data.py;RESIDUAL_data.py
05.10.2024 00:00;05.10.2024 00:15;1.036,00;573,25;0;1.401,50;0;23,25;-;2.899,00;1.137,50;864,75;71;343;8.349,25;3.105,00;5.244,25;8349.25;3105.0;5244.25
05.10.2024 00:15;05.10.2024 00:30;1.033,75;539,25;0;1.374,75;0;23,25;-;2.897,75;1.078,25;855;49,5;334,75;8.186,25;3.020,50;5.165,75;8186.25;3020.5;5165.75
05.10.2024 00:30;05.10.2024 00:45;1.030,25;540,25;0;1.328,75;0;23,25;-;2.891,50;1.024,75;855,25;27,75;336,75;8.058,50;2.950,25;5.108,25;8058.5;2950.25;5108.25
05.10.2024 00:45;05.10.2024 01:00;1.030,25;539;0;1.298,00;0;23,25;-;2.883,75;986;859;21,5;336,75;7.977,50;2.912,00;5.065,50;7977.5;2912.0;5065.5
05.10.2024 01:00;05.10.2024 01:15;1.031,50;543;0;1.259,75;0;22,5;-;2.885,25;965,5;839;36,5;336,75;7.919,75;2.893,25;5.026,50;7919.75;2893.25;5026.5
05.10.2024 01:15;05.10.2024 01:30;1.029,50;539;0,25;1.231,00;0;22,5;-;2.882,75;922,25;837,75;14,75;336,75;7.816,50;2.837,00;4.979,50;7816.5;2837.0;4979.5
05.10.2024 01:30;05.10.2024 01:45;1.030,25;536,5;1;1.204,00;0;22,5;-;2.873,25;871;837,5;13,25;337;7.726,25;2.807,50;4.918,75;7726.25;2807.5;4918.75
05.10.2024 01:45;05.10.2024 02:00;1.033,00;526,25;1,25;1.169,50;0;22,5;-;2.888,75;811,25;837,75;17;336,25;7.643,50;2.769,50;4.874,00;7643.5;2769.5;4874.0 
05.10.2024 02:00;05.10.2024 02:15;1.036,25;531,5;1,5;1.131,00;0;22,5;-;2.889,50;686,25;831;45;334,5;7.509,00;2.767,75;4.741,25;7509.0;2767.75;4741.25
05.10.2024 02:15;05.10.2024 02:30;1.037,00;525,25;1,75;1.098,00;0;22,5;-;2.879,75;643,75;830,5;28,25;332,75;7.399,50;2.712,75;4.686,75;7399.5;2712.75;4686.75
05.10.2024 02:30;05.10.2024 02:45;1.037,00;529;2,75;1.056,75;0;22,5;-;2.888,50;637,75;830,75;15;331,25;7.351,25;2.663,00;4.688,25;;;
05.10.2024 02:45;05.10.2024 03:00;1.039,50;533,5;4,25;1.020,75;0;22,5;-;2.883,50;612,5;820,25;18,25;331,25;7.286,25;2.638,75;4.647,50;;;
05.10.2024 03:00;05.10.2024 03:15;1.048,00;547;3,25;985,75;0;22,5;-;2.898,50;604;823,5;25;330,5;7.288,00;2.631,50;4.656,50;;;
05.10.2024 03:15;05.10.2024 03:30;1.051,50;531,25;3,75;948,5;0;22,5;-;2.897,25;601,75;823,5;19;330,25;7.229,25;2.576,50;4.652,75;;;
05.10.2024 03:30;05.10.2024 03:45;1.056,25;531,5;5,5;913,25;0;22,5;-;2.901,00;603,75;821,25;18,75;329,75;7.203,50;2.547,75;4.655,75;;;
05.10.2024 03:45;05.10.2024 04:00;1.059,00;540,75;6,25;887,25;0;22,5;-;2.895,00;606,75;820,5;51;332;7.221,00;2.566,75;4.654,25;;;
05.10.2024 04:00;05.10.2024 04:15;1.068,00;529;6,25;867,25;0;22,5;-;2.884,75;606,75;822,25;16;331,5;7.154,25;2.509,00;4.645,25;;;
05.10.2024 04:15;05.10.2024 04:30;1.074,25;531,75;7,25;837,75;0;22,5;-;2.889,00;609,75;807,75;39,25;332,75;7.152,00;2.512,75;4.639,25;;;
05.10.2024 04:30;05.10.2024 04:45;1.074,75;530,25;9,75;800,5;0;22,5;-;2.888,50;611,5;762,75;26;334,5;7.061,00;2.463,75;4.597,25;;;
05.10.2024 04:45;05.10.2024 05:00;1.082,25;534,5;13;766;0;22,5;-;2.897,00;614,25;721,5;62,25;333;7.046,25;2.480,50;4.565,75;;;
05.10.2024 05:00;05.10.2024 05:15;1.092,00;528,5;14,75;748,75;0;22,5;-;2.887,00;637;698,75;39,25;334,5;7.003,00;2.445,75;4.557,25;;;
05.10.2024 05:15;05.10.2024 05:30;1.098,75;529,75;15;738,75;0;22,5;-;2.892,75;638;697,75;22,25;334,5;6.990,00;2.427,00;4.563,00;;;
05.10.2024 05:30;05.10.2024 05:45;1.101,25;535,25;15,25;726;0;22,5;-;2.896,00;675;698,5;37,25;336,75;7.043,75;2.437,50;4.606,25;;;
05.10.2024 05:45;05.10.2024 06:00;1.105,50;530;15;716,75;0;22,5;-;2.886,50;734;703,75;73,25;334,25;7.121,50;2.463,00;4.658,50;;;
05.10.2024 06:00;05.10.2024 06:15;1.108,00;520,75;15,25;717,75;0;22,5;-;2.865,00;755,5;724;21,75;334;7.084,50;2.406,00;4.678,50;;;
05.10.2024 06:15;05.10.2024 06:30;1.115,75;524,5;16;711,25;0;22,5;-;2.875,00;786;719,25;29;335,75;7.135,00;2.419,00;4.716,00;;;
05.10.2024 06:30;05.10.2024 06:45;1.118,50;525,25;15,5;699,75;0;22,5;-;2.892,50;870,5;719;54,5;336;7.254,00;2.436,00;4.818,00;;;
05.10.2024 06:45;05.10.2024 07:00;1.120,00;525;15;693,75;0;22,5;-;2.900,00;937,25;733;74,25;336,25;7.357,00;2.450,50;4.906,50;;;
05.10.2024 07:00;05.10.2024 07:15;1.115,25;528,75;16;689,25;2;22,5;-;2.894,25;988,5;787,5;240;336;7.620,00;2.613,75;5.006,25;;;
05.10.2024 07:15;05.10.2024 07:30;1.114,00;541,25;16;679,5;22,25;22,5;-;2.906,25;1.013,00;762,25;320,5;335,75;7.733,25;2.716,00;5.017,25;;;
05.10.2024 07:30;05.10.2024 07:45;1.113,50;567,25;14,75;683,25;46,5;22,5;-;2.916,75;1.011,25;764,25;475;336,25;7.951,25;2.922,75;5.028,50;;;
05.10.2024 07:45;05.10.2024 08:00;1.116,25;598,5;14,5;676,75;127,25;22,5;-;2.914,75;989,25;763,75;549,25;336,25;8.109,00;3.105,00;5.004,00;;;
05.10.2024 08:00;05.10.2024 08:15;1.108,50;596,25;16;656,75;297;22,5;-;2.915,00;983,75;808,25;534,75;336,5;8.275,25;3.231,75;5.043,50;;;
05.10.2024 08:15;05.10.2024 08:30;1.105,25;559;18,5;653;537,25;22,5;-;2.917,25;984;811;503,75;336,75;8.448,25;3.399,25;5.049,00;;;
05.10.2024 08:30;05.10.2024 08:45;1.102,25;556,75;20,75;662,25;832,5;22,5;-;2.917,00;983,75;809,75;421,25;336,25;8.665,00;3.618,25;5.046,75;;;
05.10.2024 08:45;05.10.2024 09:00;1.100,50;552,75;23,5;653,5;1.155,75;22,5;-;2.906,75;982,5;811,25;369,75;336;8.914,75;3.878,25;5.036,50;;;
05.10.2024 09:00;05.10.2024 09:15;1.087,50;574,75;22;625,25;1.501,75;22,5;-;2.883,00;987,25;799,25;508,5;334,75;9.346,50;4.342,25;5.004,25;;;
05.10.2024 09:15;05.10.2024 09:30;1.080,75;551;22,5;582,75;1.865,50;22,5;-;2.837,75;986,25;772,25;269,5;335;9.325,75;4.394,50;4.931,25;;;
05.10.2024 09:30;05.10.2024 09:45;1.074,75;533,25;29;526;2.223,75;22,5;-;2.813,75;956,5;764,5;85;336;9.365,00;4.494,25;4.870,75;;;
05.10.2024 09:45;05.10.2024 10:00;1.076,50;534;36,75;471,25;2.597,25;22,5;-;2.801,75;864,75;749,5;65,5;334,5;9.554,25;4.803,75;4.750,50;;;
05.10.2024 10:00;05.10.2024 10:15;1.064,75;597,75;41,5;429,75;3.020,00;22,25;-;2.798,25;742,25;689,75;249;336;9.991,25;5.425,00;4.566,25;;;
05.10.2024 10:15;05.10.2024 10:30;1.063,25;536,5;42,25;384;3.418,25;22,25;-;2.762,50;611;685,25;70;336,75;9.932,00;5.536,50;4.395,50;;;
05.10.2024 10:30;05.10.2024 10:45;1.057,00;527,25;44,25;336,75;3.752,25;22,25;-;2.748,75;496,25;673,25;3,5;336,5;9.998,00;5.743,25;4.254,75;;;
05.10.2024 10:45;05.10.2024 11:00;1.054,75;522,25;55,25;301,25;4.075,75;22,25;-;2.688,25;455;671,75;1,5;337,5;10.185,50;6.033,00;4.152,50;;;
05.10.2024 11:00;05.10.2024 11:15;1.044,75;526,25;65,75;285,5;4.375,50;22,5;-;2.622,25;402,25;613;1,75;336;10.295,50;6.322,00;3.973,50;;;
05.10.2024 11:15;05.10.2024 11:30;1.042,75;531;72,75;278,25;4.662,25;22,5;-;2.517,00;380,25;610,5;1,75;336,75;10.455,75;6.611,25;3.844,50;;;
05.10.2024 11:30;05.10.2024 11:45;1.044,50;521,25;77,75;266;4.898,00;22,5;-;2.405,25;378,5;607,5;3;339,25;10.563,50;6.833,00;3.730,50;;;
05.10.2024 11:45;05.10.2024 12:00;1.046,25;521,25;89,5;263,75;5.089,50;22,5;-;2.267,75;370;592;0,5;334,5;10.597,50;7.033,25;3.564,25;;;
05.10.2024 12:00;05.10.2024 12:15;1.046,75;531;99,75;267,75;5.219,25;22,5;-;2.163,25;357,75;550,25;0,25;329,75;10.588,25;7.187,25;3.401,00;;;
05.10.2024 12:15;05.10.2024 12:30;1.046,75;530,25;105,75;280,75;5.334,50;22,5;-;2.028,50;355,25;526,75;0,5;326,25;10.557,75;7.321,00;3.236,75;;;
05.10.2024 12:30;05.10.2024 12:45;1.047,50;530,5;115,5;294;5.392,00;22,5;-;1.937,00;355,75;520;16,25;325;10.556,00;7.418,25;3.137,75;;;
05.10.2024 12:45;05.10.2024 13:00;1.050,50;529,75;115,25;296;5.390,00;22,5;-;1.886,75;354,5;513,5;17,75;324,75;10.501,25;7.421,75;3.079,50;;;
05.10.2024 13:00;05.10.2024 13:15;1.056,25;531,5;110;294;5.362,25;22,5;-;1.903,50;355,75;493,25;1;323,75;10.453,75;7.377,50;3.076,25;;;
05.10.2024 13:15;05.10.2024 13:30;1.059,25;529;105;296,25;5.330,50;22,5;-;1.933,75;355,5;491;1;325,25;10.449,00;7.343,50;3.105,50;;;
05.10.2024 13:30;05.10.2024 13:45;1.060,25;527,25;97;294,5;5.239,75;22,5;-;1.953,00;358;484,75;0,5;325;10.362,50;7.241,75;3.120,75;;;
05.10.2024 13:45;05.10.2024 14:00;1.064,00;533,25;85,5;311;5.119,00;22,5;-;1.967,50;360;485,5;0,5;323,75;10.272,50;7.135,75;3.136,75;;;
05.10.2024 14:00;05.10.2024 14:15;1.067,25;534,25;79,5;317,5;4.947,50;22,5;-;2.023,75;363,25;500,25;0,5;325;10.181,25;6.969,00;3.212,25;;;
05.10.2024 14:15;05.10.2024 14:30;1.068,75;534;71,25;318,75;4.808,75;22,5;-;2.062,75;362,5;503,5;0,5;324,5;10.077,75;6.824,50;3.253,25;;;
05.10.2024 14:30;05.10.2024 14:45;1.071,25;534,5;66,5;318,25;4.570,75;22,5;-;2.121,00;364;513,5;0,5;326,25;9.909,00;6.584,25;3.324,75;;;
05.10.2024 14:45;05.10.2024 15:00;1.074,00;533;62,75;316;4.356,25;22,5;-;2.206,00;363;531;1;330,25;9.795,75;6.365,50;3.430,25;;;
05.10.2024 15:00;05.10.2024 15:15;1.080,00;532,25;56;317,5;4.072,75;22,5;-;2.314,50;361,75;562,75;0,75;335,5;9.656,25;6.081,75;3.574,50;;;
05.10.2024 15:15;05.10.2024 15:30;1.085,50;535,75;51;318,75;3.800,25;22,5;-;2.417,75;362,25;582;1,25;338,5;9.515,50;5.815,00;3.700,50;;;
05.10.2024 15:30;05.10.2024 15:45;1.087,50;533;51;324;3.526,75;22,5;-;2.516,00;365,25;588,5;1,25;337;9.352,75;5.546,00;3.806,75;;;
05.10.2024 15:45;05.10.2024 16:00;1.089,75;530,75;55,5;322,25;3.257,50;22,5;-;2.588,50;375,5;595;21,75;338;9.197,00;5.300,00;3.897,00;;;
05.10.2024 16:00;05.10.2024 16:15;1.094,75;533;59,25;317;2.975,50;22,5;-;2.691,25;435;649,25;32,5;339,75;9.149,75;5.034,50;4.115,25;;;
05.10.2024 16:15;05.10.2024 16:30;1.098,75;532;61,5;334,25;2.684,75;22,5;-;2.752,75;491,25;650,25;47;338,5;9.013,50;4.780,75;4.232,75;;;
05.10.2024 16:30;05.10.2024 16:45;1.102,50;547,5;67,5;356,5;2.340,50;22,5;-;2.780,25;553;676;60,75;338,5;8.845,50;4.497,75;4.347,75;;;
05.10.2024 16:45;05.10.2024 17:00;1.108,50;585,75;77,5;366,5;1.978,75;22,5;-;2.790,50;702,75;713;249,5;338,75;8.934,00;4.389,00;4.545,00;;;
05.10.2024 17:00;05.10.2024 17:15;1.111,00;534,75;89;377,75;1.635,00;22,5;-;2.792,25;782,25;822,75;139,75;337,75;8.644,75;3.909,75;4.735,00;;;
05.10.2024 17:15;05.10.2024 17:30;1.112,75;532,25;104,75;384,5;1.301,00;22,5;-;2.819,75;872,5;840;318,75;337,5;8.646,25;3.776,50;4.869,75;;;
05.10.2024 17:30;05.10.2024 17:45;1.117,00;553;120,75;389,75;987,5;22,5;-;2.847,25;933,75;870,75;575,75;337;8.755,00;3.766,25;4.988,75;;;
05.10.2024 17:45;05.10.2024 18:00;1.122,00;540;140,25;398,5;688;22,5;-;2.869,50;951;897;741,25;337,25;8.707,25;3.652,50;5.054,75;;;
05.10.2024 18:00;05.10.2024 18:15;1.115,25;567,5;160,75;413,75;412,75;22,5;-;2.885,75;987;930;891,25;337,5;8.724,00;3.583,75;5.140,25;;;
05.10.2024 18:15;05.10.2024 18:30;1.114,50;537,25;170,25;469;195,5;22,5;-;2.885,25;996,5;944,25;1.190,00;338,5;8.863,50;3.699,00;5.164,50;;;
05.10.2024 18:30;05.10.2024 18:45;1.113,75;571,5;180,75;537;63,5;22,5;-;2.892,50;1.000,50;948,5;1.316,50;340;8.987,00;3.805,50;5.181,50;;;
05.10.2024 18:45;05.10.2024 19:00;1.114,00;592,75;209,75;580,75;12;22,5;-;2.896,75;1.000,25;951;1.405,25;338,5;9.123,50;3.937,00;5.186,50;;;
05.10.2024 19:00;05.10.2024 19:15;1.103,75;622,25;246;570,5;0,5;22,5;-;2.896,75;1.003,25;948,75;1.513,75;341,5;9.269,50;4.079,25;5.190,25;;;
05.10.2024 19:15;05.10.2024 19:30;1.098,75;605,25;285;638,5;0;22,5;-;2.897,50;1.004,00;925,75;1.374,25;339,75;9.191,25;4.024,25;5.167,00;;;
05.10.2024 19:30;05.10.2024 19:45;1.094,00;571,25;314,75;706,25;0;22,5;-;2.895,75;1.002,50;929,75;1.387,25;340,75;9.264,75;4.096,00;5.168,75;;;
05.10.2024 19:45;05.10.2024 20:00;1.090,00;558;344;810,5;0;22,5;-;2.888,25;1.007,00;939,25;1.289,75;341,25;9.290,50;4.114,75;5.175,75;;;
05.10.2024 20:00;05.10.2024 20:15;1.080,75;632,25;372,5;933,5;0;22,5;-;2.893,75;1.002,50;972,25;1.440,50;340,5;9.691,00;4.482,00;5.209,00;;;
05.10.2024 20:15;05.10.2024 20:30;1.074,00;563,5;403;1.043,25;0;22,5;-;2.886,50;1.002,25;940,25;1.214,75;340;9.490,00;4.321,00;5.169,00;;;
05.10.2024 20:30;05.10.2024 20:45;1.073,75;527,25;421,75;1.144,25;0;22,5;-;2.873,25;979,5;917;800,25;339;9.098,50;3.989,75;5.108,75;;;
05.10.2024 20:45;05.10.2024 21:00;1.069,75;522;434,5;1.251,75;0;22,5;-;2.877,00;920,25;888;596;337;8.918,75;3.896,50;5.022,25;;;
05.10.2024 21:00;05.10.2024 21:15;1.058,50;545,75;453,75;1.347,50;0;22,5;-;2.877,75;814,75;792,25;431,75;335;8.679,50;3.859,75;4.819,75;;;
05.10.2024 21:15;05.10.2024 21:30;1.055,25;526;466,5;1.429,50;0;22,5;-;2.868,25;752,75;787,25;321,25;338;8.567,25;3.821,00;4.746,25;;;
05.10.2024 21:30;05.10.2024 21:45;1.051,25;524,5;467;1.492,00;0;22,5;-;2.848,00;625,25;773,25;93;338,75;8.235,50;3.650,25;4.585,25;;;
05.10.2024 21:45;05.10.2024 22:00;1.050,00;519,25;475,5;1.550,00;0;22,5;-;2.846,00;588;766,5;60,75;337;8.215,50;3.678,00;4.537,50;;;
05.10.2024 22:00;05.10.2024 22:15;1.040,25;528;496,5;1.554,50;0;23,25;-;2.806,50;513;753,5;273,75;339,75;8.329,00;3.916,25;4.412,75;;;
05.10.2024 22:15;05.10.2024 22:30;1.037,50;522,5;520,5;1.589,75;0;23,25;-;2.782,25;481,5;754,25;162,25;339,25;8.213,00;3.855,75;4.357,25;;;
05.10.2024 22:30;05.10.2024 22:45;1.036,25;525;541,25;1.637,75;0;23,25;-;2.764,00;456,5;751,5;92,5;337,25;8.165,25;3.856,00;4.309,25;;;
05.10.2024 22:45;05.10.2024 23:00;1.034,50;529,25;563,75;1.679,75;0;23,25;-;2.605,00;430,25;751,5;113;338,5;8.068,75;3.943,50;4.125,25;;;
05.10.2024 23:00;05.10.2024 23:15;1.030,50;518,5;592;1.705,75;0;23,25;-;2.498,75;371,75;663,25;90,25;339;7.833,00;3.960,25;3.872,75;;;
05.10.2024 23:15;05.10.2024 23:30;1.029,75;518,5;625,5;1.722,00;0;23,25;-;2.424,75;331;647,75;52,5;336,25;7.711,25;3.971,50;3.739,75;;;
05.10.2024 23:30;05.10.2024 23:45;1.028,75;518,5;669;1.727,25;0;23,25;-;2.349,75;291,25;647,5;21;337;7.613,25;3.987,75;3.625,50;;;
05.10.2024 23:45;06.10.2024 00:00;1.026,75;518,25;719,25;1.726,00;0;23,25;-;2.264,25;286,75;647,75;34,5;337,5;7.584,25;4.048,00;3.536,25;;;
06.10.2024 00:00;06.10.2024 00:15;1.027,50;528,25;737,75;1.729,75;0;22,75;-;2.152,50;264,75;652;44,5;334,5;7.494,25;4.090,50;3.403,75;;;
06.10.2024 00:15;06.10.2024 00:30;1.026,25;529,75;756;1.723,00;0;22,75;-;2.101,50;261,75;653,5;35;332,5;7.442,00;4.092,75;3.349,25;;;
06.10.2024 00:30;06.10.2024 00:45;1.025,75;530;795;1.712,50;0;22,75;-;2.069,50;261,25;658,75;16;332,75;7.424,25;4.102,00;3.322,25;;;
06.10.2024 00:45;06.10.2024 01:00;1.026,75;526,5;800;1.705,00;0;22,75;-;2.021,75;259,75;653,5;16,75;332,5;7.365,25;4.097,75;3.267,50;;;
06.10.2024 01:00;06.10.2024 01:15;1.026,75;532,5;790,5;1.712,75;0;22,75;-;1.966,00;259,5;655,75;23,25;331,5;7.321,25;4.108,50;3.212,75;;;
06.10.2024 01:15;06.10.2024 01:30;1.029,75;530;759,5;1.731,25;0;22,75;-;1.912,75;265;665,5;23,25;330,5;7.270,25;4.096,50;3.173,75;;;
06.10.2024 01:30;06.10.2024 01:45;1.033,75;522,25;737;1.737,75;0;22,75;-;1.897,75;265,25;667;17,75;330;7.231,25;4.071,25;3.160,00;;;
06.10.2024 01:45;06.10.2024 02:00;1.036,00;521,75;745,75;1.756,75;0;22,75;-;1.884,00;265;658,5;17,25;330,25;7.238,00;4.100,25;3.137,75;;;
06.10.2024 02:00;06.10.2024 02:15;1.040,75;528,25;751;1.764,00;0;22,75;-;1.881,50;264,25;662,25;23,25;327,25;7.265,25;4.130,00;3.135,25;;;
06.10.2024 02:15;06.10.2024 02:30;1.044,25;528,5;767,75;1.764,75;0;22,75;-;1.877,50;263,75;656,75;23,75;327,5;7.277,25;4.151,75;3.125,50;;;
06.10.2024 02:30;06.10.2024 02:45;1.044,00;522;766,5;1.743,75;0;23,75;-;1.875,75;263,5;654,75;17,25;326;7.237,25;4.117,25;3.120,00;;;
06.10.2024 02:45;06.10.2024 03:00;1.047,75;522,25;766,75;1.681,50;0;23,75;-;1.848,25;263,25;648,75;17;326,25;7.145,50;4.059,00;3.086,50;;;
06.10.2024 03:00;06.10.2024 03:15;1.056,00;527,75;789;1.720,00;0;23,75;-;1.796,75;263;648,75;21;326,25;7.172,25;4.137,50;3.034,75;;;
06.10.2024 03:15;06.10.2024 03:30;1.059,25;523,75;789,5;1.715,75;0;23,75;-;1.808,00;264;650;1,25;325,75;7.161,00;4.113,25;3.047,75;;;
06.10.2024 03:30;06.10.2024 03:45;1.061,50;521,5;785;1.670,25;0;23,75;-;1.803,00;265,5;649,75;1,5;326,5;7.108,25;4.063,50;3.044,75;;;
06.10.2024 03:45;06.10.2024 04:00;1.065,25;523,5;779,75;1.641,00;0;23,75;-;1.814,00;265,5;649;2;325,5;7.089,25;4.035,25;3.054,00;;;
06.10.2024 04:00;06.10.2024 04:15;1.072,50;526;771,75;1.624,25;0;23,75;-;1.863,25;266,25;643,75;7,25;325,5;7.124,25;4.025,50;3.098,75;;;
06.10.2024 04:15;06.10.2024 04:30;1.077,50;517,5;762,25;1.602,25;0;22,25;-;1.891,25;266,5;650,5;1,25;324,25;7.115,50;3.983,00;3.132,50;;;
06.10.2024 04:30;06.10.2024 04:45;1.080,00;516,75;773,5;1.586,75;0;22,25;-;1.908,50;266,25;674,75;2;324,25;7.155,00;3.981,25;3.173,75;;;
06.10.2024 04:45;06.10.2024 05:00;1.083,25;516;796,75;1.564,50;0;22,25;-;1.957,75;266,25;673,75;1;325,5;7.207,00;3.983,75;3.223,25;;;
06.10.2024 05:00;06.10.2024 05:15;1.089,00;524,5;811;1.560,25;0;22,25;-;2.008,50;272,75;687,5;69,25;331,25;7.376,25;4.076,25;3.300,00;;;
06.10.2024 05:15;06.10.2024 05:30;1.094,75;521,25;820,25;1.548,50;0;22,25;-;2.026,75;273,75;688,75;25,75;331,75;7.353,75;4.032,75;3.321,00;;;
06.10.2024 05:30;06.10.2024 05:45;1.096,00;514,5;827,5;1.553,50;0;22,25;-;2.031,00;275;696;30,25;330,75;7.376,75;4.044,00;3.332,75;;;
06.10.2024 05:45;06.10.2024 06:00;1.100,75;513,25;838;1.561,25;0;22,25;-;2.007,75;278;705,5;13;331,25;7.371,00;4.048,50;3.322,50;;;
06.10.2024 06:00;06.10.2024 06:15;1.105,25;511,75;849,75;1.582,50;0;22,25;-;1.973,00;279,25;712;3,25;329,25;7.368,25;4.074,75;3.293,50;;;
06.10.2024 06:15;06.10.2024 06:30;1.105,75;511;847;1.600,50;0;22,25;-;2.010,25;280,75;709,25;2,5;329,5;7.418,75;4.089,00;3.329,75;;;
06.10.2024 06:30;06.10.2024 06:45;1.109,25;506,75;838,75;1.598,25;0;22,25;-;2.041,25;281,25;733,75;8,5;330,25;7.470,25;4.083,75;3.386,50;;;
06.10.2024 06:45;06.10.2024 07:00;1.112,50;505,5;835,75;1.605,50;0;22,25;-;2.077,50;283,5;755,75;7,5;333,25;7.539,00;4.089,00;3.450,00;;;
06.10.2024 07:00;06.10.2024 07:15;1.103,75;514,5;849,5;1.629,75;2;22,25;-;2.160,75;287;787;172,5;333,75;7.862,75;4.294,25;3.568,50;;;
06.10.2024 07:15;06.10.2024 07:30;1.103,50;514,75;879;1.710,00;19,75;22,25;-;2.178,00;287,25;802;66;337,25;7.919,75;4.315,25;3.604,50;;;
06.10.2024 07:30;06.10.2024 07:45;1.104,25;514;876,75;1.803,50;56;22,25;-;2.181,00;288,5;809,25;70,75;334,75;8.061,00;4.447,50;3.613,50;;;
06.10.2024 07:45;06.10.2024 08:00;1.104,50;518;880;1.869,50;200;22,25;-;2.173,25;290,75;816;82,5;334,5;8.291,25;4.676,75;3.614,50;;;
06.10.2024 08:00;06.10.2024 08:15;1.099,50;516,5;882,25;1.868,75;454;22,25;-;2.187,75;296,5;818,5;219,25;334,75;8.700,00;5.062,50;3.637,50;;;
06.10.2024 08:15;06.10.2024 08:30;1.094,25;514,5;912,5;1.833,50;791,5;22,25;-;2.191,00;297,75;803,25;155,5;335;8.951,00;5.324,00;3.627,00;;;
06.10.2024 08:30;06.10.2024 08:45;1.093,75;517,25;938,75;1.816,75;1.189,75;22,25;-;2.193,25;297;801,5;86,5;335,25;9.292,00;5.665,00;3.627,00;;;
06.10.2024 08:45;06.10.2024 09:00;1.094,25;510,75;932;1.799,50;1.596,25;22,25;-;2.169,75;296,75;796,75;32,25;334,5;9.585,00;5.987,25;3.597,75;;;
06.10.2024 09:00;06.10.2024 09:15;1.079,25;520,5;938,5;1.775,75;1.986,00;22,25;-;2.161,25;283,25;761;24,5;335,25;9.887,50;6.346,75;3.540,75;;;
06.10.2024 09:15;06.10.2024 09:30;1.075,00;522;947,25;1.693,50;2.407,00;22,25;-;2.104,00;278,25;754,5;11,25;336,5;10.151,50;6.678,25;3.473,25;;;
06.10.2024 09:30;06.10.2024 09:45;1.077,00;522,5;942,75;1.528,25;2.830,50;22,25;-;2.068,25;279,25;745;7,75;335;10.358,50;6.931,00;3.427,50;;;
06.10.2024 09:45;06.10.2024 10:00;1.074,75;520,5;944;1.374,50;3.241,25;22,25;-;1.944,25;275,25;738,25;4,5;334,25;10.473,75;7.181,75;3.292,00;;;
06.10.2024 10:00;06.10.2024 10:15;1.063,50;524;942,25;1.229,25;3.646,50;22,25;-;1.815,25;265,5;606;38,25;331,75;10.484,50;7.466,00;3.018,50;;;
06.10.2024 10:15;06.10.2024 10:30;1.056,75;526;937,5;1.137,00;4.051,75;22,25;-;1.681,25;262,75;520,25;40,5;327;10.563,00;7.771,75;2.791,25;;;
06.10.2024 10:30;06.10.2024 10:45;1.051,25;526,75;921,5;1.084,25;4.425,75;22,25;-;1.546,75;256;500;32,25;325,25;10.692,00;8.064,00;2.628,00;;;
06.10.2024 10:45;06.10.2024 11:00;1.044,75;527,25;909,5;1.067,25;4.780,50;22,25;-;1.492,50;252,25;507,25;32;325,75;10.961,25;8.383,50;2.577,75;;;
06.10.2024 11:00;06.10.2024 11:15;1.024,75;537,25;892;1.099,50;5.121,50;22,25;-;1.510,50;252;490;72,5;324,5;11.346,75;8.769,75;2.577,00;;;
06.10.2024 11:15;06.10.2024 11:30;1.013,00;526;857;1.158,75;5.467,00;22,25;-;1.492,75;247,25;486,25;5,75;323,25;11.599,25;9.049,75;2.549,50;;;
06.10.2024 11:30;06.10.2024 11:45;1.010,75;526,25;845,75;1.219,50;5.793,00;22,25;-;1.498,25;248,75;487;1;325,25;11.977,75;9.418,50;2.559,25;;;
06.10.2024 11:45;06.10.2024 12:00;1.013,00;523;849,25;1.282,75;6.068,00;22,25;-;1.487,00;251;485,75;1,25;326;12.309,25;9.759,50;2.549,75;;;
06.10.2024 12:00;06.10.2024 12:15;1.016,00;527,5;861,5;1.392,50;6.314,75;22,25;-;1.490,25;251,75;485,75;11,75;326;12.700,00;10.146,25;2.553,75;;;
06.10.2024 12:15;06.10.2024 12:30;1.017,25;526,75;862,5;1.508,50;6.519,75;22,25;-;1.459,75;251;486,25;1,75;325,75;12.981,50;10.458,75;2.522,75;;;
06.10.2024 12:30;06.10.2024 12:45;1.018,75;526;870,5;1.589,75;6.681,75;22,25;-;1.434,50;246,5;485;0,5;326,5;13.202,00;10.709,50;2.492,50;;;
06.10.2024 12:45;06.10.2024 13:00;1.021,75;526;850,75;1.529,75;6.728,00;22,25;-;1.425,25;246,5;473,5;0,25;327;13.151,00;10.678,75;2.472,25;;;
06.10.2024 13:00;06.10.2024 13:15;1.026,25;525,25;874,75;1.664,75;6.729,25;22,25;-;1.443,25;249,75;474,75;33,5;327,5;13.371,25;10.876,00;2.495,25;;;
